Chain,Token ID,image URL,Profile,Speed,Stamina,Defence,Special Move,Punch,Kick,Total,Skin,Eye Brow,Eye Lense,Eye Shapes,Hair,Lips,Gloves,Pants,Full Costumes,Shoes,Eyelid,Chest Tattoo,Arm Tattoo,Legs Tattoo,Glasses,Face Tattoo,Forehead Tattoo,Mustache,Chain
ETH,3554,https://ik.imagekit.io/xanalia/breaking-down/v2/0169.png,Brawler,63,48,67,54,75,50,357,Umber,Thin Rounded - Golden,Natural - Hazel,Mid Rounded - Umber,Fat Straights - Golden,Madrid Deep,Dark Combat - Royal Blue and Black,Thin Strip - Magenta and White,,,,,,,,,,,
ETH,3555,https://ik.imagekit.io/xanalia/breaking-down/v8/0028.png,Phoenix,53,58,53,68,65,60,357,Almond,Flat Edge - Pale Brown,Mermaid - Brown,Flat - Almond,Front Waves - Pale Brown,Candied Toffees,Blaze - Orange and Black,W B R - Yellowish Green and Black,,,,,,,,,,,
ETH,3556,https://ik.imagekit.io/xanalia/breaking-down/v13/0141.png,Phoenix,61,50,77,44,69,56,357,Almond,Thick Flat - Pinkish Red,Medallion - Blue,Wave Rounded - Almond,Spikes Top - Pinkish Red,Candied Toffees,,,Urita - Red,Joggers,,,,,,,,,
ETH,3557,https://ik.imagekit.io/xanalia/breaking-down/v11/0394.png,Unstoppable,54,57,72,49,52,69,353,Porcelean,Angry - Bronze,Natural - Hazel,Flat - Porcelean,Wild Spikes - Bronze,Double Espresso,,,3 Piece Suite - Turquoise,Sneakers High,,,,Royal Dragon,,,,,
ETH,3558,https://ik.imagekit.io/xanalia/breaking-down/v4/0150.png,Commando,67,44,71,50,79,46,357,Cacao,Wide Flat Edge - Pale Brown,Medallion - Hazel Brown,Wave Rounded - Cacao,Spikes - Pale Brown,Unicorn blood,Round Strip - Navy Blue and Black,Artistic - Cerulean Blue and White,,,,,,,,,,,
ETH,3559,https://ik.imagekit.io/xanalia/breaking-down/v6/0362.png,Juggernaut,41,70,45,76,53,70,355,Burgundy,Mid Wave - Silver,Natural - Hazel,Confident - Burgundy,Short Wild - Silver,Rasp Wicked,Alpha - Orange and Black,Thin Strip - Emrald Green and White,,,,,,,,,,,
ETH,3560,https://ik.imagekit.io/xanalia/breaking-down/v10/0252.png,Rogue,57,54,61,60,67,58,357,Ivory,Extra Wide Flat Edge - Dark Brown,Natural - Aqua,Mid Rounded - Ivory,Dreadlock Long - Dark Brown,Teddy Bear,Double Dark - Magenta and Black,Artistic - Red and White,,,Half Round,Fairy,,Inferno,,,,,
ETH,3561,https://ik.imagekit.io/xanalia/breaking-down/v2/0264.png,Infiltrator,53,58,83,38,61,64,357,Sienna,Extra Wide Flat Edge - Black,Natural - Aqua,Wave Rounded - Sienna,Long Spikes - Black,Nude Creme,,,Ban - White,Capsule,,,,Wolf Spirit,,,,,
ETH,3562,https://ik.imagekit.io/xanalia/breaking-down/v7/0429.png,Killer,59,52,63,58,71,54,357,Golden Brown,Thick Rounded - Pinkish Red,Crystal - Sterling Blue,High Flat - Golden Brown,Side Straight Mid - Pinkish Red,Chocolate Berries,Round Strip - Green and Black,Neo-P - Magenta and Black,,,,,,,,,,,
ETH,3563,https://ik.imagekit.io/xanalia/breaking-down/v9/0299.png,Juggernaut,41,70,79,42,57,66,355,Burgundy,Flat Edge - Pastel Brown,Crystal - Hazel Brown,Sleepy - Burgundy,Spikes - Pastel Brown,Rasp Wicked,,,Tornado - Purple,Double Capsure,,Leo,,,,Pointy Round,,,
ETH,3564,https://ik.imagekit.io/xanalia/breaking-down/v1/0110.png,Phoenix,61,50,61,60,73,52,357,Almond,Flat Curve - Bronze,Natural - Hazel,Mid Angled - Almond,Casual - Bronze,Candied Toffees,Dark Combat - Red and Black,Class Gold - Cool Grey and Black,,,,,,,,,,,
ETH,3565,https://ik.imagekit.io/xanalia/breaking-down/v5/0338.png,Unstoppable,51,60,57,64,49,72,353,Porcelean,Thin High Flat - Bronze,Natural - Ice Grey,Wavy - Porcelean,Side Straight Mid - Bronze,Double Espresso,,,Urita - Blues Green,High Fit,,,,,,,,,
ETH,3566,https://ik.imagekit.io/xanalia/breaking-down/v13/0012.png,Warrior,57,54,55,66,47,76,355,Pale Ivory,Wide Flat Edge - Pinkish Red,Natural - Gemstone Green,Wide Focused - Pale Ivory,Wild Spikes - Pinkish Red,Naturally Chic,,,Komeo - Blue,High Fit,Short Low,,,,,,,,
ETH,3567,https://ik.imagekit.io/xanalia/breaking-down/v12/0364.png,Phoenix,56,55,56,65,68,57,357,Almond,Mid Wave - Silver,Crystal - Hazel Brown,Mid Angled - Almond,Spikes Top - Silver,Candied Toffees,Alpha - Royal Blue and Black,Twin-DR - Magenta and Black,,,,,,,,,,,
ETH,3568,https://ik.imagekit.io/xanalia/breaking-down/v15/0049.png,Brawler,58,53,64,57,52,73,357,Umber,Medium Flat - Pastel Brown,Medallion - Hazel Brown,Normal - Umber,Dreadlock Long - Pastel Brown,Madrid Deep,,,Nuribou - Green,Sneakers,,,,,,,,,
ETH,3569,https://ik.imagekit.io/xanalia/breaking-down/v1/0126.png,Unstoppable,52,59,62,59,60,61,353,Porcelean,Point Flat Bulky - Black,Mermaid - Ice Grey,Confident - Porcelean,Front Waves - Black,Double Espresso,Round Strip - Orange and Black,W B R - Black and White,,,,,,Round Twist,,,,,
ETH,3570,https://ik.imagekit.io/xanalia/breaking-down/v1/0416.png,Killer,42,69,82,39,74,51,357,Golden Brown,Wide Flat Cut - Pinkish Red,Natural - Gemstone Green,Normal - Golden Brown,Front Waves - Pinkish Red,Chocolate Berries,,,Lida - Blue,Capsule,,Twin Wings,Inferno,Wave Kunai,,,,Mustache Bearded,
ETH,3571,https://ik.imagekit.io/xanalia/breaking-down/v13/0239.png,Unstoppable,71,40,81,40,69,52,353,Porcelean,Bulky Flat - Black,Natural - Aqua,Mid Angled - Porcelean,Casual - Black,Double Espresso,,,Ban - Turquoise,Casual Sneakers,,Wings,Wolf Spirit,Inferno,,,,,
ETH,3572,https://ik.imagekit.io/xanalia/breaking-down/v10/0419.png,Brawler,55,56,59,62,67,58,357,Umber,Wide Flat Edge - Bronze,Natural - Hazel,Normal - Umber,Fat Straights - Bronze,Madrid Deep,Highlight - Orange and Black,W B R - Hot Pink and Black,,,,,,,,,,,
ETH,3573,https://ik.imagekit.io/xanalia/breaking-down/v14/0371.png,Berserker,67,44,69,52,57,64,353,Sand,Mid Flat - Silver,Medallion - Ice Grey,Sharp - Sand,Casual - Silver,Bronze Beauty,,,Ban - Green,Run Strip,,,,,,,,,
ETH,3574,https://ik.imagekit.io/xanalia/breaking-down/v5/0043.png,Warrior,67,44,57,64,49,74,355,Pale Ivory,Slight Rounded - Pastel Brown,Natural - Gemstone Green,Thick Rounded - Pale Ivory,Casual - Pastel Brown,Naturally Chic,,,Satoru - Black,Slip-On,Thin Rounded,,,,,,,,
ETH,3575,https://ik.imagekit.io/xanalia/breaking-down/v7/0360.png,Warrior,62,49,72,49,64,59,355,Pale Ivory,Point Flat Bulky - Pastel Brown,Medallion - Amber Brown,Focused - Pale Ivory,Long Front Wave - Pastel Brown,Naturally Chic,,,Komeo - Orange,Formal,Thin,,,,,,,,
ETH,3576,https://ik.imagekit.io/xanalia/breaking-down/v13/0017.png,Rogue,47,64,49,72,59,66,357,Ivory,Flat Curve - Dark Brown,Mermaid - Emrald Green,Sharp - Ivory,Side Straight Mid - Dark Brown,Teddy Bear,Highlight - Red and Black,Dark Strip - Black and White,,,,,,,,,,,
ETH,3577,https://ik.imagekit.io/xanalia/breaking-down/v6/0405.png,Commando,63,48,67,54,75,50,357,Cacao,Wide Flat Edge - Bronze,Crystal - Amber Brown,Wavy - Cacao,Casual - Bronze,Unicorn blood,Alpha - Navy Blue and Black,Neo-P - Cerulean Blue and Black,,,,,,,,,,,
ETH,3578,https://ik.imagekit.io/xanalia/breaking-down/v8/0333.png,Infiltrator,58,53,56,65,64,61,357,Sienna,Point Flat Bulky - Bronze,Mermaid - Ice Grey,Thick Rounded - Sienna,Front Spikes - Bronze,Nude Creme,Neo - Royal and Black,Double - Yellowish Green and White,,,Thin Rounded,,,,,,,,
ETH,3579,https://ik.imagekit.io/xanalia/breaking-down/v3/0317.png,Berserker,46,65,88,33,70,51,353,Sand,Soft Angled - Black,Crystal - Jade Green,Narrow Pointy - Sand,Front Spikes - Black,Bronze Beauty,,,Urita - Light Navy Blue,Formal,,Edge,Wolf Spirit,Polyzig,,,Angel,,
ETH,3580,https://ik.imagekit.io/xanalia/breaking-down/v10/0287.png,Berserker,54,57,40,81,48,73,353,Sand,Mid Wave - Bronze,Natural - Aqua,Sleepy - Sand,Full Slicked Back - Bronze,Bronze Beauty,Neo-G - Orange and Black,Aura - Cool Grey and Black,,,Low Curve,,,,,,,,
ETH,3581,https://ik.imagekit.io/xanalia/breaking-down/v2/0316.png,Infiltrator,70,41,74,47,82,43,357,Sienna,Thick Rounded - Golden,Mermaid - Hazel Brown,Wave Rounded - Sienna,Wild Spikes - Golden,Nude Creme,Neo - Navy Blue and Black,Neo-Y - Emrald Green and Black,,,,,Wolf Spirit,,,,,,
ETH,3582,https://ik.imagekit.io/xanalia/breaking-down/v3/0269.png,Commando,60,51,64,57,72,53,357,Cacao,Mid Wave - Pastel Brown,Natural - Gemstone Green,Thin Pointy - Cacao,Dreadlock - Pastel Brown,Unicorn blood,Neo - Magenta and Black,Dark Strip - Hot Pink and White,,,,,Wolf Spirit,,,,,,
ETH,3583,https://ik.imagekit.io/xanalia/breaking-down/v6/0318.png,Juggernaut,46,65,50,71,58,65,355,Burgundy,Slight Flat - Brownish Orange,Natural - Ice Grey,Wide Focused - Burgundy,Short Wild - Brownish Orange,Rasp Wicked,Neo - Royal and Black,W B R - Magenta and Black,,,,,,,,,,,
ETH,3584,https://ik.imagekit.io/xanalia/breaking-down/v7/0407.png,Commando,49,62,53,68,61,64,357,Cacao,Curve - Brownish Orange,Natural - Gemstone Green,Nervous - Cacao,Side Straight Mid - Brownish Orange,Unicorn blood,Double Dark - Green and Black,Aura - Cool Grey and Black,,,,,,,,,,,
ETH,3585,https://ik.imagekit.io/xanalia/breaking-down/v12/0405.png,Juggernaut,48,63,52,69,60,63,355,Burgundy,Mid Wave - Silver,Mermaid - Ice Grey,Confident - Burgundy,Elegant Fade - Silver,Rasp Wicked,Round Strip - Orange and Black,Artistic - Black and White,,,,,,,,,,,
ETH,3586,https://ik.imagekit.io/xanalia/breaking-down/v1/0162.png,Warrior,60,51,62,59,66,57,355,Pale Ivory,Wide Rounded - Brownish Orange,Mermaid - Hazel Brown,Wave Rounded - Pale Ivory,Mid Straight - Brownish Orange,Naturally Chic,,,3 Piece Suite - Green,Funky,,,,,,,,Mustache Bearded,
ETH,3587,https://ik.imagekit.io/xanalia/breaking-down/v13/0080.png,Commando,49,62,43,78,61,64,357,Cacao,Flat Curve - Bronze,Crystal - Hazel Brown,Innocence - Cacao,Slicked Right - Bronze,Unicorn blood,Blaze - Hot Pink and Black,Neo-PW - Hot Pink and White,,,,,ZigZag,Ancient,Retro Square - Brown,,,,
ETH,3588,https://ik.imagekit.io/xanalia/breaking-down/v7/0308.png,Warrior,54,57,68,53,60,63,355,Pale Ivory,Point Flat Bulky - Black,Mermaid - Brown,Round Flat - Pale Ivory,Mid Height - Black,Naturally Chic,,,Masao - Red,Capsule,Thin Curve,,,,,,,,
ETH,3589,https://ik.imagekit.io/xanalia/breaking-down/v15/0117.png,Warrior,66,45,82,39,74,49,355,Pale Ivory,Angry - Pastel Brown,Medallion - Ice Grey,High Flat - Pale Ivory,Spikes Top - Pastel Brown,Naturally Chic,,,Nuribou - Red,Formal,,,,,,,,,
ETH,3590,https://ik.imagekit.io/xanalia/breaking-down/v12/0018.png,Infiltrator,60,51,46,75,54,71,357,Sienna,Medium Flat - Pinkish Red,Crystal - Ice Grey,Normal State - Sienna,Dreadlock Long - Pinkish Red,Nude Creme,Highlight - Red and Black,Edge - Magenta and Black,,,Narrow Angled,,,,,,,,
ETH,3591,https://ik.imagekit.io/xanalia/breaking-down/v5/0357.png,Warrior,63,48,55,66,71,52,355,Pale Ivory,Wide Flat Edge - Brownish Orange,Natural - Aqua,Low Flat - Pale Ivory,Short Wild - Brownish Orange,Naturally Chic,Highlight - Green and Black,Bloody-R - Yellowish Green and Black,,,Pointy Flat,Edge,,Ancient,Star - Golden Black,,,,
ETH,3592,https://ik.imagekit.io/xanalia/breaking-down/v11/0094.png,Juggernaut,48,63,64,57,52,71,355,Burgundy,Point Flat Bulky - Pale Brown,Medallion - Emrald Green,Low Rounded - Burgundy,Front Waves - Pale Brown,Rasp Wicked,,,Urita - Light Navy Blue,Slip-On,,,,,,,,,
ETH,3593,https://ik.imagekit.io/xanalia/breaking-down/v12/0160.png,Infiltrator,55,56,53,68,61,64,357,Sienna,Thin Flat - Golden,Medallion - Amber Brown,Thick Rounded - Sienna,Elegant Fade - Golden,Nude Creme,Double Dark - Yellow and Black,Neo-PW - Bluish Purple and White,,,Thin Rounded,,,,,,,,
ETH,3594,https://ik.imagekit.io/xanalia/breaking-down/v7/0064.png,Killer,58,53,62,59,70,55,357,Golden Brown,Flat Curve - Pastel Brown,Crystal - Jade Green,Thick Rounded - Golden Brown,Wild Spikes - Pastel Brown,Chocolate Berries,Blaze - Navy Blue and Black,Double - Emrald Green and White,,,,,,,,,,,
ETH,3595,https://ik.imagekit.io/xanalia/breaking-down/v2/0162.png,Rogue,66,45,74,47,84,41,357,Ivory,Slight Flat - Golden,Natural - Ice Grey,Narrow Pointy - Ivory,Decent - Golden,Teddy Bear,Neo-G - Navy Blue and Black,Neo-P - Cerulean Blue and Black,,,,Wings,,,,,,,
ETH,3596,https://ik.imagekit.io/xanalia/breaking-down/v2/0332.png,Infiltrator,54,57,76,45,84,41,357,Sienna,Soft Angled - Golden,Natural - Ice Grey,Thick Angled - Sienna,Waves - Golden,Nude Creme,Neo - Green and Black,Neo-P - Cerulean Blue and Black,,,,Fairy,,,,,,,
ETH,3597,https://ik.imagekit.io/xanalia/breaking-down/v6/0162.png,Brawler,45,66,75,46,63,62,357,Umber,Thick Rounded - Pale Brown,Medallion - Hazel Brown,Normal State - Umber,Dreadlock - Pale Brown,Madrid Deep,,,Ban - Dark Blue,Sneakers,,Feathered,,,,,,,
ETH,3598,https://ik.imagekit.io/xanalia/breaking-down/v13/0100.png,Brawler,59,52,63,58,71,54,357,Umber,Point Flat Bulky - Bronze,Mermaid - Brown,Calm - Umber,Side Straight - Bronze,Madrid Deep,Dark Combat - Purple and Black,Neo-P - Black,,,,,,,,,,,
ETH,3599,https://ik.imagekit.io/xanalia/breaking-down/v2/0330.png,Phoenix,65,46,73,48,65,60,357,Almond,Narrow Rounded - Brownish Orange,Natural - Amber Brown,Smart - Almond,Spikes Top - Brownish Orange,Candied Toffees,,,Tornado - Golden,Formal,,,,,,,,,
ETH,3600,https://ik.imagekit.io/xanalia/breaking-down/v7/0213.png,Commando,57,54,65,56,69,56,357,Cacao,Soft Angled - Pastel Brown,Crystal - Ice Grey,Innocence - Cacao,Waves - Pastel Brown,Unicorn blood,Strips - Sea green and Black,Artistic - Yellowish Green and White,,,,,Inferno,Inferno,,,,,
ETH,3601,https://ik.imagekit.io/xanalia/breaking-down/v11/0107.png,Warrior,70,41,50,71,42,81,355,Pale Ivory,Mid Bulky - Dark Brown,Mermaid - Blue,Calm Flat - Pale Ivory,Side Straight Mid - Dark Brown,Naturally Chic,,,Tornado - Blue,Funky,Flat Down,,Dragon,,,,,,
ETH,3602,https://ik.imagekit.io/xanalia/breaking-down/v11/0217.png,Unstoppable,67,44,63,58,75,46,353,Porcelean,Bulky Flat - Pastel Brown,Natural - Amber Brown,Sharp - Porcelean,Mid Height - Pastel Brown,Double Espresso,Highlight - Hot Pink and Black,Double - Cool Grey and White,,,,,,,,,,,
ETH,3603,https://ik.imagekit.io/xanalia/breaking-down/v9/0224.png,Warrior,65,46,63,58,75,48,355,Pale Ivory,Narrow Rounded - Brownish Orange,Crystal - Jade Green,Thick Angled - Pale Ivory,Long Spikes - Brownish Orange,Naturally Chic,Blaze - Hot Pink and Black,Dark Funk - Black and White,,,,,,,,,,,
ETH,3604,https://ik.imagekit.io/xanalia/breaking-down/v7/0426.png,Juggernaut,50,61,60,61,48,75,355,Burgundy,Narrow Curved - Silver,Medallion - Ice Grey,Sharp - Burgundy,Side Straight Mid - Silver,Rasp Wicked,,,3 Piece Suite - White,Casual Sneakers,,,,,,,,,
ETH,3605,https://ik.imagekit.io/xanalia/breaking-down/v7/0169.png,Brawler,43,68,61,60,55,70,357,Umber,Mid Bulky Flat - Dark Brown,Natural - Gemstone Green,Low Flat - Umber,Slicked Back - Dark Brown,Madrid Deep,Dark Combat - Sea green and Black,Neo-P - Hot Pink and Black,,,,,Royal Dragon,Round Twist,,,,,
ETH,3606,https://ik.imagekit.io/xanalia/breaking-down/v11/0201.png,Warrior,68,43,68,53,80,43,355,Pale Ivory,Angry - Bronze,Medallion - Ice Grey,High Flat - Pale Ivory,Long Spikes - Bronze,Naturally Chic,Neo - Red and Black,Neo-Y - Cerulean Blue and Black,,,,Twin Wings,,,,,,,
ETH,3607,https://ik.imagekit.io/xanalia/breaking-down/v7/0155.png,Phoenix,58,53,58,63,70,55,357,Almond,Narrow Rounded - Black,Mermaid - Hazel Brown,Sharp - Almond,Mid Height - Black,Candied Toffees,Alpha - Purple and Black,Edge - Emrald Green and Black,,,,,,,,,,,
ETH,3608,https://ik.imagekit.io/xanalia/breaking-down/v9/0403.png,Juggernaut,51,60,69,52,57,66,355,Burgundy,Curve - Silver,Natural - Amber Brown,Thick Angled - Burgundy,Casual - Silver,Rasp Wicked,,,Urita - Seal Brown,Joggers,,,,,,,,,
ETH,3609,https://ik.imagekit.io/xanalia/breaking-down/v9/0052.png,Phoenix,62,49,62,59,74,51,357,Almond,Medium Flat - Golden,Mermaid - Ice Grey,Sleepy - Almond,Side Straight Mid - Golden,Candied Toffees,Neo-G - Magenta and Black,Double - Magenta and White,,,,,,,,,,,
ETH,3610,https://ik.imagekit.io/xanalia/breaking-down/v5/0223.png,Killer,61,50,79,42,67,58,357,Golden Brown,Thick Rounded - Pinkish Red,Mermaid - Hazel Brown,Low Flat - Golden Brown,Slicked Right - Pinkish Red,Chocolate Berries,,,3 Piece Suite - White,Double Capsure,,,,,,,,,
ETH,3611,https://ik.imagekit.io/xanalia/breaking-down/v7/0015.png,Commando,69,42,73,48,81,44,357,Cacao,Mid Bulky Flat - Pastel Brown,Natural - Amber Brown,Action Ready - Cacao,Fat Straights - Pastel Brown,Unicorn blood,Dark Combat - Sea green and Black,Thin Strip - Bluish Purple and White,,,,,,,,,,,
ETH,3612,https://ik.imagekit.io/xanalia/breaking-down/v14/0324.png,Phoenix,50,61,68,53,68,57,357,Almond,Narrow Curved - Pinkish Red,Crystal - Amber Brown,Normal State - Almond,Spikes Top - Pinkish Red,Candied Toffees,Double-X - Orange and Black,W B R - Magenta and Black,,,,Wings,,Royal Dragon,,,,,
ETH,3613,https://ik.imagekit.io/xanalia/breaking-down/v14/0258.png,Killer,41,70,67,54,63,62,357,Golden Brown,Wide Flat Cut - Silver,Crystal - Ice Grey,Wave Rounded - Golden Brown,Long Front Wave - Silver,Chocolate Berries,,,Urita - Light Navy Blue,High Fit,,Fairy,,,Funky - Yellow,,,,
ETH,3614,https://ik.imagekit.io/xanalia/breaking-down/v5/0375.png,Brawler,57,54,83,38,63,62,357,Umber,Fat Flat - Silver,Medallion - Hazel Brown,Wavy - Umber,Dreadlock - Silver,Madrid Deep,,,Urita - Red,Casual Sneakers,,,Wave Kunai,Royal Dragon,Straight Line - Golden Black,,Firestorm,,
ETH,3615,https://ik.imagekit.io/xanalia/breaking-down/v14/0429.png,Infiltrator,59,52,47,74,55,70,357,Sienna,Mid Flat - Pale Brown,Crystal - Sterling Blue,Innocence - Sienna,Mid Straight - Pale Brown,Nude Creme,Alpha - Red and Black,Dark Strip - Yellowish Green and White,,,Narrow,,,,,,,,
ETH,3616,https://ik.imagekit.io/xanalia/breaking-down/v3/0394.png,Brawler,53,58,81,40,69,56,357,Umber,Thin High Flat - Black,Medallion - Ice Grey,Confident - Umber,Side Straight - Black,Madrid Deep,,,Lida - Blue Dianne,Thick Base,,,,,,,,,
ETH,3617,https://ik.imagekit.io/xanalia/breaking-down/v9/0046.png,Unstoppable,51,60,59,62,51,70,353,Porcelean,Fat Flat - Bronze,Medallion - Blue,Wave Rounded - Porcelean,Elegant - Bronze,Double Espresso,,,Komeo - Dark Gray,Formal,,,,,,,,,
ETH,3618,https://ik.imagekit.io/xanalia/breaking-down/v7/0121.png,Infiltrator,74,37,64,57,52,73,357,Sienna,Bulky Flat - Dark Brown,Natural - Aqua,Round Flat - Sienna,Waves - Dark Brown,Nude Creme,,,Masao - Pink,Slip-On,Thin Curve,,,,,,,,
ETH,3619,https://ik.imagekit.io/xanalia/breaking-down/v2/0341.png,Warrior,52,59,60,61,52,71,355,Pale Ivory,Bulky Flat - Silver,Crystal - Hazel Brown,Normal Open - Pale Ivory,Dreadlock Long - Silver,Naturally Chic,Highlight - Magenta and Black,Dark Funk - Maroon Red and White,,,High Rounded,Grim,,,Round - Golden Black,Pointy Round,,,Polyloop
ETH,3620,https://ik.imagekit.io/xanalia/breaking-down/v12/0310.png,Commando,66,45,76,45,64,61,357,Cacao,Mid Bulky Flat - Brownish Orange,Mermaid - Hazel Brown,Mid Rounded - Cacao,Front Waves - Brownish Orange,Unicorn blood,,,Komeo - Orange,Sporty,,,,,,,,,
ETH,3621,https://ik.imagekit.io/xanalia/breaking-down/v14/0410.png,Commando,62,49,84,37,72,53,357,Cacao,Flat Curve - Pastel Brown,Medallion - Ice Grey,Low Rounded - Cacao,Spikes Top - Pastel Brown,Unicorn blood,,,Komeo - Dark Gray,Casual Sneakers,,Nature,,,,,,,
ETH,3622,https://ik.imagekit.io/xanalia/breaking-down/v4/0004.png,Juggernaut,56,55,60,61,68,55,355,Burgundy,Thin Flat - Bronze,Natural - Amber Brown,Narrow Pointy - Burgundy,Mid Straight - Bronze,Rasp Wicked,Highlight - Purple and Black,Thin Strip - Black and White,,,,,,,,,,,
ETH,3623,https://ik.imagekit.io/xanalia/breaking-down/v9/0011.png,Infiltrator,54,57,72,49,60,65,357,Sienna,Bulky Rounded - Brownish Orange,Mermaid - Ice Grey,Smart - Sienna,Mid Straight - Brownish Orange,Nude Creme,,,Komeo - Orange,Joggers,,,,,,,,,
ETH,3624,https://ik.imagekit.io/xanalia/breaking-down/v9/0157.png,Phoenix,64,47,64,57,76,49,357,Almond,Thick Rounded - Black,Natural - Gemstone Green,Thick Angled - Almond,Waves - Black,Candied Toffees,Round Strip - Orange and Black,Neo-P - Bluish Purple and Black,,,,,,,,,,,
ETH,3625,https://ik.imagekit.io/xanalia/breaking-down/v8/0119.png,Brawler,59,52,63,58,71,54,357,Umber,Thin Rounded - Pale Brown,Natural - Aqua,Calm - Umber,Casual - Pale Brown,Madrid Deep,Double Dark - Navy Blue and Black,Blazing - Emrald Green and Black,,,,,,,,,,,
ETH,3626,https://ik.imagekit.io/xanalia/breaking-down/v1/0078.png,Unstoppable,56,55,52,69,64,57,353,Porcelean,Thin High Flat - Black,Medallion - Blue,Sharp - Porcelean,Fat Straights - Black,Double Espresso,Highlight - Neon Yellow and Black,Twin-DR - Cerulean Blue and Black,,,,,,,,,,,
ETH,3627,https://ik.imagekit.io/xanalia/breaking-down/v1/0264.png,Phoenix,47,64,53,68,63,62,357,Almond,Thin Flat - Pastel Brown,Natural - Gemstone Green,Smart - Almond,Mid Straight - Pastel Brown,Candied Toffees,Dark Combat - Green and Black,Double - Cerulean Blue and White,,,,Leo,,Ancient,,,,,
ETH,3628,https://ik.imagekit.io/xanalia/breaking-down/v3/0326.png,Rogue,55,56,57,64,67,58,357,Ivory,Narrow Rounded - Brownish Orange,Mermaid - Emrald Green,Flat - Ivory,Mid Straight - Brownish Orange,Teddy Bear,Double-X - Yellow and Black,Neo-Y - Emrald Green and Black,,,,,,,,,,,
ETH,3629,https://ik.imagekit.io/xanalia/breaking-down/v7/0265.png,Killer,61,50,65,56,73,52,357,Golden Brown,Mid Flat - Silver,Mermaid - Brown,Innocence - Golden Brown,Slicked Back - Silver,Chocolate Berries,Round Strip - Green and Black,Neo-Y - Cerulean Blue and Black,,,,,,,,,,,
ETH,3630,https://ik.imagekit.io/xanalia/breaking-down/v14/0200.png,Commando,74,37,78,43,86,39,357,Cacao,Point Flat Bulky - Pastel Brown,Medallion - Hazel Brown,Calm Flat - Cacao,Full Slicked Back - Pastel Brown,Unicorn blood,Neo - Magenta and Black,Neo-P - Bluish Purple and Black,,,,,,,,,,,
ETH,3631,https://ik.imagekit.io/xanalia/breaking-down/v13/0249.png,Warrior,56,55,68,53,68,55,355,Pale Ivory,Medium Flat - Pinkish Red,Natural - Hazel,Thick Angled - Pale Ivory,Waves - Pinkish Red,Naturally Chic,,,Lida - Silver,High Fit,,Twin Wings,,,,,,Mustache,
ETH,3632,https://ik.imagekit.io/xanalia/breaking-down/v4/0106.png,Commando,43,68,53,68,55,70,357,Cacao,Flat Edge - Golden,Crystal - Hazel Brown,Focused - Cacao,Long Front Wave - Golden,Unicorn blood,Dark Combat - Sea green and Black,Blazing - Purple and Black,,,,,,Polyzig,,,,,
ETH,3633,https://ik.imagekit.io/xanalia/breaking-down/v12/0355.png,Infiltrator,67,44,57,64,65,60,357,Sienna,Point Flat Bulky - Black,Medallion - Amber Brown,Thin Pointy - Sienna,Casual - Black,Nude Creme,Alpha - Red and Black,W B R - Magenta and Black,,,Low Round,,,,,,,,
ETH,3634,https://ik.imagekit.io/xanalia/breaking-down/v10/0153.png,Juggernaut,59,52,69,52,69,54,355,Burgundy,Narrow Curved - Pale Brown,Crystal - Jade Green,Nervous - Burgundy,Front Waves - Pale Brown,Rasp Wicked,Neo - Purple and Black,Aura - Yellowish Green and Black,,,,Nature,Inferno,,Royal Round - Black Golden,Pointy Round,,,Polyloop
ETH,3635,https://ik.imagekit.io/xanalia/breaking-down/v14/0211.png,Infiltrator,65,46,69,52,77,48,357,Sienna,Low Curved - Pastel Brown,Medallion - Ice Grey,Nervous - Sienna,Dreadlock Long - Pastel Brown,Nude Creme,Highlight - Hot Pink and Black,Neo-PW - Yellowish Green and White,,,,,,,,,,,
ETH,3636,https://ik.imagekit.io/xanalia/breaking-down/v9/0236.png,Unstoppable,48,63,44,77,56,65,353,Porcelean,Thin Flat - Pastel Brown,Mermaid - Blue,Action Ready - Porcelean,Side Straight - Pastel Brown,Double Espresso,Double-X - Yellow and Black,Dark Funk - Dark Magenta and White,,,,,,,,,,,
ETH,3637,https://ik.imagekit.io/xanalia/breaking-down/v6/0413.png,Unstoppable,66,45,52,69,64,57,353,Porcelean,Mid Bulky - Golden,Natural - Amber Brown,Normal Open - Porcelean,Wild Spikes - Golden,Double Espresso,Neo-G - Navy Blue and Black,Twin-DR - Bluish Purple and Black,,,High Rounded,,,,,,,,
ETH,3638,https://ik.imagekit.io/xanalia/breaking-down/v11/0019.png,Unstoppable,71,40,53,68,65,56,353,Porcelean,Wide Flat Cut - Pastel Brown,Mermaid - Hazel Brown,Normal - Porcelean,Front Spikes - Pastel Brown,Double Espresso,Alpha - Purple and Black,Dark Strip - Yellowish Green and White,,,Rounded,,,,,,,,
ETH,3639,https://ik.imagekit.io/xanalia/breaking-down/v7/0309.png,Killer,60,51,64,57,72,53,357,Golden Brown,Soft Angled - Silver,Crystal - Jade Green,Nervous - Golden Brown,Mid Height - Silver,Chocolate Berries,Round Strip - Sea green and Black,Thin Strip - Black and White,,,,,,,,,,,
